Nº de producto;Estado;Disponible para la venta;Disponible para la compra;Disponible para integrar otros productos;Compuesto por otros productos;Rubro;Nombre;Código;Código universal de producto (UPC);Código de proveedor;Stock actual;Stock ideal;Stock mínimo;Unidad;Alicuota de IVA;Proveedor;Moneda costo;Costo ($);Utilidad (%);Precio ($);Precio Final ($);Controla stock;Stock negativo;Mostrar en tienda;Nº de publicación en MercadoLibre;Nº de publicación adicional en MercadoLibre;Descripción;Descripción para la tienda;Observaciones Internas;
2;Habilitado;SI;SI;NO;NO;Sin especificar;productos prueba;'pp;'';'';9,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;5,60;50,00;8,40;10,16;SI;SI;NO;0;0;
135;Habilitado;SI;SI;NO;NO;Oraguard 215;ORAGUARD 215 MATE X 155CM FRACCIONADO;'OG215155MF;'';''OG215155MF;3,000;0,000;0,000;metro;21%;Insugraf;Pesos;17015,49;60,00;27224,78;32941,98;SI;SI;NO;0;0;
136;Habilitado;SI;SI;NO;NO;Oraguard 215;ORAGUARD 215 BRILLANTE X 137CM FRACCIONADO;'OG215137F;'';''OG215137F;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15039,49;60,00;24063,18;29116,45;SI;SI;NO;0;0;
139;Habilitado;SI;SI;NO;NO;07 Laminados;FLOORGRAPHICS NAR 200mic. x 152CM ANCHO ;'LAMPI152;'';''LAMPI152;1,800;0,000;0,000;metro;21%;Grafisur;Pesos;8151,19;30,00;10596,55;12821,83;SI;SI;NO;0;0;
140;Habilitado;SI;SI;NO;NO;07 Laminados;FLOORGRAPHICS NAR 200mic. x 106CM ANCHO  ;'LAMPI106;'';''LAMPI106;-50,000;0,000;0,000;metro;21%;Grafisur;Pesos;5700,24;30,00;7410,31;8966,48;SI;SI;NO;0;0;
141;Habilitado;SI;SI;NO;NO;07 Laminados;FLOORGRAPHICS NAR 200mic. x 127CM ANCHO  ;'LAMPI127;'';''LAMPI127;-5,000;0,000;0,000;metro;21%;Grafisur;Pesos;6639,22;30,00;8630,99;10443,50;SI;SI;NO;0;0;
145;Habilitado;SI;SI;NO;NO;07 Laminados;LACA CLEARSHIELD (USA) BRILLANTE X 1LTS.;'CLS101;'';''CLS101;-5,000;6,000;2,000;unidad;21%;Pro SRL;Pesos;52474,79;31,25;68873,16;83336,52;SI;SI;NO;0;0;
146;Habilitado;SI;SI;NO;NO;07 Laminados;LACA CLEARSHIELD (USA) BRILLANTE X 20LTS.;'CLS1020;'';''CLS1020;-5,000;2,000;1,000;unidad;21%;Pro SRL;Pesos;817353,33;31,25;1072776,25;1298059,26;SI;SI;NO;0;0;
148;Habilitado;SI;SI;NO;NO;07 Laminados;LACA CLEARSHIELD (USA) MATE X 1 LTS.;'CLS109;'';''CLS109;0,000;6,000;2,000;unidad;21%;Pro SRL;Pesos;54016,39;31,25;70896,51;85784,78;SI;SI;NO;0;0;
151;Habilitado;SI;SI;NO;NO;03 Papeles de Impresion;WALLPAPER LEATHER X 137CM FRACCIONADO (5MTS.MIN);'WPLEATHE;'';''WPLEATHE;39,500;0,000;0,000;metro;21%;Insugraf;Pesos;12171,15;25,00;15213,94;18408,87;SI;SI;NO;0;0;
156;Habilitado;SI;SI;NO;NO;Estructuras;PORTABANNER HIERRO 1 TENSORES 90X190CM CRIV;'porta1;'';''porta1;0,000;0,000;0,000;unidad;21%;CRIVO SRL;Pesos;11796,75;40,00;16515,45;19983,69;SI;SI;NO;0;0;;;<p>actualizado 9/06/21 costo Usd 8.505 + Iva/ pv usd 11.05 + Iva&nbsp <br></p>;
157;Habilitado;SI;SI;NO;NO;Estructuras;PORTABANNER HIERRO 2 TENSORES 90X190CM CRIV;'porta2;'';''porta2;0,000;0,000;0,000;unidad;21%;CRIVO SRL;Pesos;14717,85;40,00;20604,99;24932,04;SI;SI;NO;0;0;;;<p>actualizado 9/06/21 costo Usd 10.755 + Iva/ pv usd 14.00+ Iva&nbsp <br></p>;
158;Deshabilitado;NO;NO;NO;NO;Estructuras;PORTABANNER HIERRO 2 TENSORES REFORZADO 90X190CM ;'porta2R;'';''porta2R;0,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;39208,89;25,00;49011,11;59303,44;SI;SI;NO;0;0;;;<p>actualizado 9/06/21 costo Usd 12.204 + Iva/ pv usd 15.90 + Iva&nbsp <br></p>;
159;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA MANUAL 38X38 Tijera;'EM3838;'';''EM3838;0,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;569817,91;0,00;569817,91;629648,79;SI;SI;NO;0;0;
160;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA MANUAL 40X60 ;'EM4060;'';''EM4060;0,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;333156,71;25,00;416445,89;460172,71;SI;SI;NO;0;0;
161;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA PARA TAZAS;'EM60;'';''EM60;2,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;210289,95;0,00;210289,95;232370,39;SI;SI;NO;0;0;
162;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA COMBO 6X1;'EM6x1;'';''EM6x1;1,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;841159,76;0,00;841159,76;929481,53;SI;SI;NO;0;0;
163;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA PARA PLATOS;'EM70;'';''EM70;0,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;0,00;0,00;0,00;0,00;SI;SI;NO;0;0;
164;Habilitado;SI;SI;NO;NO;Equipos;ESTAMPADORA PARA GORRAS;'EMG2815;'';''EMG2815;0,000;0,000;0,000;unidad;10,5%;Iparraguirre;Pesos;131317,24;30,00;170712,41;188637,21;SI;SI;NO;0;0;
165;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE BLANCO A4 X UNI;'VUSA4;'';''VUSA4;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;511,39;30,00;664,81;804,42;SI;SI;NO;0;0;;;<p>actualizado 9/06/21 costo Usd 0.35 + Iva<br></p>;
166;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE BLANCO 60CM DE ANCHO;'VUSB60;'';''VUSB60;11,700;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4925,30;30,00;6402,89;7747,50;SI;SI;NO;0;0;
168;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE BLANCO A3 X UNI;'VUSBA3;'';''VUSBA3;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;1022,75;30,00;1329,58;1608,79;SI;SI;NO;0;0;
169;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE TRANSPARENTE 60CM DE ANCHO;'VUST60;'';''VUST60;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4925,30;30,00;6402,89;7747,50;SI;SI;NO;0;0;
171;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE TRANSPARENTE A3 X UNI;'VUSTA3;'';''VUSTA3;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;1022,75;30,00;1329,58;1608,79;SI;SI;NO;0;0;
172;Habilitado;SI;SI;NO;NO;Sublimacion;VINILO UNICAL SUBLIMABLE TRANSPARENTE A4 X UNI;'VUSTA4;'';''VUSTA4;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;511,39;30,00;664,81;804,42;SI;SI;NO;0;0;;;<p>actualizado 9/06/21 costo Usd 2.922 + Iva/ pv usd 3.65 + Iva&nbsp <br></p>;
219;Habilitado;SI;SI;NO;NO;Sublimacion;PAPEL PARA SUBLIMACION A4 X 100 ART JET;'PSUBA4;'';''PSUBA4;-10,000;40,000;10,000;unidad;21%;G-commerce;Pesos;2870,88;35,00;3875,69;4689,58;SI;SI;NO;0;0;
220;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-00 CLEAR 126CM;'65100;'';''65100;1,000;50,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
221;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-00 CLEAR - 63CM;'65100-63;'';''65100-63;-65,200;50,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
222;Habilitado;SI;SI;NO;NO;04 Vinilo de corte oracal 651 ByN;ORACAL 651-10 WHITE - 126CM;'65110;'';''65110;-102,800;150,000;50,000;metro;21%;Helioday;Pesos;11599,70;30,00;15079,61;18246,33;SI;SI;NO;0;0;
223;Habilitado;SI;SI;NO;NO;04 Vinilo de corte oracal 651 ByN;ORACAL 651-10 WHITE - 63CM;'65110-63;'';''65110-63;-283,050;50,000;25,000;metro;21%;Helioday;Pesos;5799,98;30,00;7539,97;9123,36;SI;SI;NO;0;0;
224;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-19 SIGNAL YELLOW - 126CM;'65119;'';''65119;-10,000;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
225;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-19 SIGNAL YELLOW - 63CM;'65119-63;'';''65119-63;-8,700;50,000;25,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
226;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-20 GOLDEN YELLOW - 126CM;'65120;'';''65120;-24,300;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
227;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-20 GOLDEN YELLOW - 63CM;'65120-63;'';''65120-63;-46,400;50,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
228;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-21 YELLOW - 126CM;'65121;'';''65121;-61,100;50,000;30,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
229;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-21 YELLOW - 63CM;'65121-63;'';''65121-63;-53,300;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
230;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-22 LIGHT YELLOW -126CM;'65122;'';''65122;24,200;50,000;20,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
231;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-22 LIGHT YELLOW - 63CM;'65122-63;'';''65122-63;-32,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
232;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-23 CREAM -126CM;'65123;'';''65123;1,100;30,000;10,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
233;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-23 CREAM - 63CM;'65123-63;'';''65123-63;-7,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
234;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-25 BRIMSTONE YELLOW -126CM;'65125;'';''65125;13,500;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
235;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-25 BRIMSTONE YELLOW - 63CM;'65125-63;'';''65125-63;-15,000;30,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
236;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-26 PURPLE RED - 126CM;'65126;'';''65126;0,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
237;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-26 PURPLE RED - 63CM;'65126-63;'';''65126-63;0,000;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
238;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-30 DARK RED -126CM;'65130;'';''65130;2,870;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
239;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-30 DARK RED - 63CM;'65130-63;'';''65130-63;-17,000;10,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
240;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-31 RED -126CM;'65131;'';''65131;-162,900;50,000;50,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
241;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-31 RED - 63CM;'65131-63;'';''65131-63;-11,250;50,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
242;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-312 BURGUNDY -126CM;'651312;'';''651312;0,100;25,000;10,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
243;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-312 BURGUNDY - 63CM;'651312-63;'';''651312-63;-7,000;15,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
244;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-32 LIGHT RED -126CM;'65132;'';''65132;-57,500;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
245;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-32 LIGHT RED - 63CM;'65132-63;'';''65132-63;-15,300;15,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
246;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-35 PASTEL ORANGE - 126CM;'65135;'';''65135;11,500;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
247;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-35 PASTEL ORANGE - 63CM;'65135-63;'';''65135-63;-127,700;25,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
248;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-36 LIGHT ORANGE -126CM;'65136;'';''65136;-24,000;30,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
249;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-36 LIGHT ORANGE - 63CM;'65136-63;'';''65136-63;-57,100;20,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
250;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-40 VIOLET -126CM;'65140;'';''65140;-24,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
251;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-40 VIOLET - 63CM;'65140-63;'';''65140-63;-21,200;50,000;25,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
252;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-404 PURPLE -126CM;'651404;'';''651404;16,000;50,000;20,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
253;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-404 PURPLE - 63CM;'651404-63;'';''651404-63;-114,800;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
254;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-41 PINK -126CM;'65141;'';''65141;-9,000;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
255;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-41 PINK - HALF;'65141-63;'';''65141-63;13,200;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
256;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-42 LILAC -126CM;'65142;'';''65142;0,000;30,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
257;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-42 LILAC - 63CM;'65142-63;'';''65142-63;-0,400;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
258;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-43 LAVENDER -126CM;'65143;'';''65143;0,000;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
259;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-43 LAVENDER - 63CM;'65143-63;'';''65143-63;8,700;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
260;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-45 SOFT PINK -126CM;'65145;'';''65145;5,000;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
261;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-45 SOFT PINK - 63CM;'65145-63;'';''65145-63;-32,190;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
262;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-47 ORANGE RED -126CM;'65147;'';''65147;8,000;25,000;10,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
263;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-47 ORANGE RED - 63CM;'65147-63;'';''65147-63;-11,000;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
264;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-49 KING BLUE -126CM;'65149;'';''65149;32,000;100,000;45,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
265;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-49 KING BLUE - 63CM;'65149-63;'';''65149-63;-103,000;50,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
266;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-50 DARK BLUE -126CM;'65150;'';''65150;-59,300;50,000;23,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
267;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-50 DARK BLUE - 63CM;'65150-63;'';''65150-63;-187,700;30,000;20,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
268;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-51 GENTIAN BLUE -126CM;'65151;'';''65151;-18,800;50,000;20,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
269;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-51 GENTIAN BLUE - 63CM;'65151-63;'';''65151-63;11,500;25,000;15,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
270;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-518 STEEL BLUE -126CM;'651518;'';''651518;-1,800;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
271;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-518 STEEL BLUE - 63CM;'651518-63;'';''651518-63;4,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
272;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-52 AZURE BLUE -126CM;'65152;'';''65152;14,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
273;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-52 AZURE BLUE - 63CM;'65152-63;'';''65152-63;-27,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
274;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-53 LIGHT BLUE -126CM;'65153;'';''65153;-33,700;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
275;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-53 LIGHT BLUE - 63CM;'65153-63;'';''65153-63;-85,400;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
276;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-54 TURQUOISE -126CM;'65154;'';''65154;-18,000;35,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
277;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-54 TURQUOISE - 63CM;'65154-63;'';''65154-63;-20,500;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
278;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-55 MINT -126CM;'65155;'';''65155;0,000;30,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
279;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-55 MINT - 63CM;'65155-63;'';''65155-63;-37,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
280;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-56 ICE BLUE -126CM;'65156;'';''65156;-16,500;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
281;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-56 ICE BLUE - 63CM;'65156-63;'';''65156-63;-31,300;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
282;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-562 DEEP SEA BLUE -126CM;'651562;'';''651562;-9,500;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
283;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-562 DEEP SEA BLUE - 63CM;'651562-63;'';''651562-63;21,000;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
284;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-57 TRAFFIC BLUE -126CM;'65157;'';''65157;-4,000;50,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
285;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-57 TRAFFIC BLUE - 63CM;'65157-63;'';''65157-63;-5,500;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
286;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-60 DARK GREEN -126CM;'65160;'';''65160;2,800;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
287;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-60 DARK GREEN - 63CM;'65160-63;'';''65160-63;-6,200;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
288;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-61 GREEN -126CM;'65161;'';''65161;-10,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
289;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-61 GREEN - 63CM;'65161-63;'';''65161-63;-10,550;15,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
290;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-613 FOREST GREEN - 126CM;'651613;'';''651613;11,500;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
291;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-613 FOREST GREEN - 63CM;'651613-63;'';''651613-63;-47,800;15,000;5,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
292;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-62 LIGHT GREEN -126CM;'65162;'';''65162;-1,700;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
293;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-62 LIGHT GREEN - 63CM;'65162-63;'';''65162-63;-3,300;50,000;25,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
294;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-63 LIME TREE GREEN -126CM;'65163;'';''65163;-6,500;50,000;25,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
295;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-63 LIME TREE GREEN - 63CM;'65163-63;'';''65163-63;-17,100;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
296;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-64 YELLOW GREEN -126CM;'65164;'';''65164;-80,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
297;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-64 YELLOW GREEN - 63CM;'65164-63;'';''65164-63;-94,000;25,000;10,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
298;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-65 COBALT BLUE - 126CM;'65165;'';''65165;20,300;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
